AsOfDate,Io_Bonds,Europa_Bonds,Callisto_Bonds,Ganymede_Bonds,Io_Stocks,Europa_Stocks,Callisto_Stocks,Ganymede_Stocks,Europa_Io_FX,Callisto_Io_FX,Ganymede_Io_FX,Oil,Copper,Gold
2007-06-05,-0.10709490909125174,-8.08488285471756,-14.503404918716416,-0.13155820510468838,-0.035108093438340676,2.8616217500629673,19.11253523019505,20.849617797542006,0.5610201474341894,4.76635255751976,-0.0049461615527125035,-0.24771462796135466,0.9301044151945209,15.08499763310783
2007-06-06,-0.10709481268053424,-8.191975341141044,-14.473001967093895,-0.18122611618380347,-0.027574523226971383,2.8340469905749472,19.165530135824216,20.894848949237907,0.6213013521841977,4.797961322363222,-0.004055052424732791,-0.25176929619605903,0.9302826920808945,15.081612300042222
2007-06-07,-0.10709475542758426,-8.299068796215039,-14.501315922066654,-0.2418419294831895,-0.00664354991421185,2.8274033011106505,19.236952394697738,20.904603299045156,0.693341579022733,4.835951820628403,-0.0040513016788414685,-0.2558203705416741,0.9307378810844912,15.066553943324084
2007-06-08,-0.10709467356533853,-8.406161802915454,-14.55847303508015,-0.3271051161983314,0.00252265936867434,2.829925761105999,19.29626292931867,20.925765889193713,0.782178317249402,4.897603529788156,-0.004091711630072057,-0.2599117570608008,0.9309827470714204,15.036967936415069
2007-06-11,-0.10709462403344146,-8.513255363586074,-14.638552179029448,-0.43794377002095514,0.007028601580176733,2.8369542330144006,19.367571306214117,20.926211315943316,0.8838301493582787,4.967596569693183,-0.004372575127447402,-0.2642841409064786,0.930523566275365,14.967858661791368
2007-06-12,-0.10709458416150883,-8.620349156831209,-14.7073635699991,-0.5097566230186459,-0.0001676187753463531,2.8367865001761143,19.454175947610914,20.936721100220915,0.989421517469468,5.028407995436201,-0.0038424412563254876,-0.26812642724894525,0.9304550165436818,14.926291520098308
2007-06-13,-0.10709368172984976,-8.72742709164796,-14.797160009627044,-0.588464302798036,0.0004611776846764876,2.83724501490659,19.54642074636199,20.942012528856992,1.1018651547679772,5.099792624325693,-0.004327532207448257,-0.2724503492005649,0.9304980217552712,14.87605189872102
2007-06-14,-0.10709306722599675,-8.834510570373764,-14.930386592478323,-0.673259579575238,0.00038878741798571335,2.837631930221471,19.641297140227557,20.949958324770073,1.2138635207489201,5.171963303660676,-0.003905778817088778,-0.27635355480990986,0.9305878568092999,14.822192566893131
2007-06-15,-0.10709303198029976,-8.941602985379776,-15.080504488066234,-0.7551255405884532,-0.01024264720632818,2.8273891443196133,19.743156010039474,20.988857106859967,1.3271741720230246,5.244418633019575,-0.004218076046590697,-0.2805714866008318,0.9310843704845015,14.789840995778924
2007-06-18,-0.10709295402303125,-9.048694559887242,-15.17807797059807,-0.8115105373178492,-0.027979683322921244,2.799409075813591,19.810456334244474,21.057959391480463,1.47001871226465,5.331608803352264,-0.00294980372904945,-0.28352097937537424,0.9306983337437302,14.79482184829754
2007-06-19,-0.10709269238901123,-9.155782249599367,-15.300175970803078,-0.8574182976335107,-0.028773327484362256,2.7706338554877026,19.861994940537702,21.123729216946042,1.6021086716965747,5.4133915607902,-0.0028660440778499508,-0.2863860321911952,0.930541050805723,14.802608660038533
2007-06-20,-0.10709267917281559,-9.262874690372676,-15.488492661156666,-0.8998556460222902,-0.02639479993659848,2.74423894214599,19.91647507469107,21.18823322167296,1.727023228617947,5.4958615435035085,-0.002595847845534706,-0.2889818289122638,0.9300091878850841,14.809970352781923
2007-06-21,-0.10709193858544191,-9.369955755808384,-15.637877851855169,-0.9559375952856516,-0.027206897959991823,2.7170258882023455,19.99281966949683,21.26344148181323,1.8747952078133951,5.59427509877878,-0.0028041681445027623,-0.291782904908068,0.929749846166329,14.815719284433786
2007-06-22,-0.10709097881660208,-9.47703511295969,-15.81178492427872,-1.054808426534674,-0.0153787296764433,2.7016321459719603,20.039481042654927,21.33698946876344,2.024752285064635,5.704039119357028,-0.002292683635312599,-0.2940713085803352,0.9295331007269859,14.799508689850159
2007-06-25,-0.1070909401670618,-9.584125454450366,-16.029646052641805,-1.1728721804760205,-0.010098912023384365,2.6915305692023104,20.09903959170271,21.404949101641634,2.177643121106208,5.816905251487441,-0.0024010602304678445,-0.29647220716292066,0.9289639473406167,14.767766939447638
2007-06-26,-0.10709093647325618,-9.691216333603112,-16.3393829921361,-1.2839881032785323,-0.0072033051802493624,2.68432701814709,20.154005034538496,21.467997016799337,2.3183070320383026,5.922984778608752,-0.001652341246974076,-0.29812453288884333,0.9283813328022682,14.729627951061353
2007-06-27,-0.10708971350595771,-9.798287738563877,-16.65846196761562,-1.412732139153474,-0.0017648229011217262,2.6809216001602656,20.20760317223675,21.52452866786967,2.461153032920739,6.025624650700241,-0.0013268810867320894,-0.2994461776544881,0.9271378803401518,14.652484721697506
2007-06-28,-0.1070896756235244,-9.905376863663456,-16.972547168922002,-1.5566028679305108,0.04911611516569458,2.6809884627042098,20.254717490976482,21.568701623838173,2.6427063016473897,6.157648737752284,-0.0008308747649188196,-0.3002768803958186,0.9267116559790706,14.579242505958803
2007-06-29,-0.10708929387695615,-10.012460727414844,-17.27932734815975,-1.683916123550931,0.10643901830200393,2.67414475669439,20.304736071068874,21.62900297784602,2.820398296418944,6.276529878913157,-0.0008537646884454671,-0.3011288345619872,0.9268501867228665,14.532435699781642
2007-07-02,-0.10708916508040546,-10.119548102473036,-17.644972327347304,-1.807920349933947,0.16369079261724367,2.6596092497305146,20.365313821657043,21.7171742370487,3.0358541820471334,6.415354479209757,-0.000519409068944497,-0.30164763078919354,0.926823047700802,14.512404300663587
2007-07-03,-0.10708897898180049,-10.22663451718241,-18.068692912321808,-1.9266075800931706,0.20927814555516064,2.6482759139364735,20.421071248647614,21.813993831425574,3.2782973805380538,6.552264996996085,-0.0004787368510203911,-0.3021254820731472,0.9269582259666445,14.508778068985238
2007-07-04,-0.10708827253631617,-10.333713196112113,-18.484695539489053,-2.034078872758348,0.2604959222936378,2.62874163329054,20.471233325971458,21.91139019121397,3.5301136953211665,6.679807531586599,-0.0009710689334103018,-0.3030930497217684,0.9271152479748935,14.509900870062074
2007-07-05,-0.10708791391560471,-10.440796136352413,-18.88149539564961,-2.1492035808696595,0.3036150115986256,2.6094943732675935,20.52689192425236,22.021341755521277,3.8141557025328576,6.820487642864768,-0.0007073487123840183,-0.303798489739526,0.9268204010961307,14.523050845401734
2007-07-06,-0.10708775651167853,-10.547881654849691,-19.280275265798945,-2.2778673580139155,0.3514737552074203,2.597373231663404,20.567682659978846,22.112005009398057,4.083219112985421,6.94874203424958,-0.00028881000051015276,-0.3040863963166473,0.9268398372764891,14.504866325884102
2007-07-09,-0.10708765911920143,-10.654967868032934,-19.602572127612675,-2.3801736057371223,0.3900860033358206,2.5829629496497724,20.62110706108478,22.195029254358847,4.35257360066068,7.082981040201676,-0.00040844395626085683,-0.3044942417900142,0.9268886177628531,14.500082054075913
2007-07-10,-0.10708758694752221,-10.762054338742121,-19.86819608293321,-2.4733915925144427,0.42035235308797064,2.5638302061246123,20.652917577300002,22.29963310195067,4.64443618512141,7.234537028149913,0.0001557575323053426,-0.304338018285797,0.9265276638218363,14.512308477262316
2007-07-11,-0.10708754601252017,-10.86914122750923,-20.24728742693716,-2.545913240726559,0.4504503824975261,2.553445989908482,20.688735052322308,22.38792982802478,4.934717344364988,7.385580738961177,0.0005237037233463351,-0.3038140336672486,0.926442243938033,14.504102917003165
2007-07-12,-0.1070875189255926,-10.97622828806597,-20.696950254489522,-2.6190750527971076,0.477055529374492,2.5473435579691297,20.714104019399116,22.473533554884337,5.220969163073104,7.534282433333045,0.0007952584540090463,-0.3030185738490205,0.9264365789982169,14.490410897043631
2007-07-13,-0.1070874849928512,-11.08331516141676,-21.162875387547004,-2.68207308978848,0.5001197945803417,2.5314356690216586,20.74646826267079,22.558556975261542,5.4560992402135895,7.645576097426571,0.0004824644249396918,-0.3025358323346263,0.9259080330423515,14.475050706899188
2007-07-16,-0.1070874839004599,-11.190402619520285,-21.552646937678823,-2.740587305171568,0.51105310550348,2.514907182711692,20.77346168689745,22.643473950259526,5.674051386412928,7.737575494173519,-0.0001955841574094027,-0.3027314013320382,0.9254261377062006,14.459088392988313
2007-07-17,-0.10708748364019575,-11.297490092065434,-22.07629555492026,-2.7963241363077533,0.5224979596617231,2.498186143417675,20.797501417600333,22.71621830416489,5.85496759706383,7.799733903153953,-0.0010803595179728447,-0.30381175284437567,0.9246904814832153,14.433084633793992
2007-07-18,-0.10708748246090091,-11.40457749327213,-22.578350042599933,-2.836477996855595,0.5342722141055722,2.487217502724966,20.820225117035196,22.777772508905514,6.03476875730489,7.867940011810035,-0.0004669383045971602,-0.30427862882901396,0.9240555780550317,14.400896555166703
2007-07-19,-0.10708748178890147,-11.511664680759461,-23.157453988524395,-2.8733783645614657,0.5484846125607239,2.4838622786806153,20.817099727271682,22.827085794447164,6.229546020866277,7.939813508767478,7.826302479555265e-05,-0.304200122884082,0.9233518526215452,14.370159342151624
2007-07-20,-0.10708748692729794,-11.618751846325482,-23.7566206399144,-2.9023388458380315,0.5614394384197268,2.47608546052351,20.832159398578053,22.891659221455967,6.401464803988285,8.005373488014909,-0.0005561714026061339,-0.3047560067938183,0.9231214446147445,14.353884629033553
2007-07-23,-0.10708750164426092,-11.725838875853547,-24.373311287373998,-2.9195945319624084,0.5683611619401862,2.4742484970844987,20.829946134911257,22.940958774099865,6.597195200671191,8.090627985986629,-0.00012432746153709953,-0.30487989166097385,0.9230974475755293,14.34043522422736
2007-07-24,-0.10708752803297489,-11.832925787498173,-24.900889344073764,-2.939662465843205,0.5880001722667676,2.469823669394987,20.83681953386464,22.971703914294114,6.7986877451137495,8.183921355259475,-0.0003847237560166304,-0.3052640421360956,0.9231884235557473,14.328494398608822
2007-07-25,-0.10708755033140159,-11.940012853957883,-25.396301154458353,-2.949254032325709,0.6037618751992135,2.4708024286686046,20.783180715346923,23.015387353258276,7.023339519658788,8.300101598838927,0.0004070994755539093,-0.3048565178465598,0.9229157556746234,14.316408038754073
2007-07-26,-0.10708755089493917,-12.047100395989284,-26.0010726683121,-2.951188930102498,0.6180337544720003,2.4748642427884384,20.664482711794136,23.048947814418796,7.233328888868218,8.414513107255779,0.0022006145682879757,-0.3026558949125278,0.9215091758457645,14.269404307624066
2007-07-27,-0.10708755534729737,-12.15418786502334,-26.53692436104341,-2.972472220514587,0.6239672440739104,2.4793625384077114,20.291018885588493,23.07813371059736,7.427168884843326,8.520753495027726,0.0027915794156085152,-0.29986424349723517,0.9189298569138472,14.175382071140247
2007-07-30,-0.10708755854163078,-12.26127535543326,-27.148798739770736,-2.9698042502338766,0.6122386793866317,2.4845881899765985,19.829551761426345,23.04936740339758,7.621630144374915,8.634642400497727,0.0035598588139452753,-0.29630433241040227,0.9158921954436843,14.066524720280102
2007-07-31,-0.10708755987795962,-12.368362888361066,-27.738029210955013,-2.9894453777950654,0.6231591104417958,2.4894336425082186,19.381751984291792,23.023842490310212,7.842709770721879,8.752434491284179,0.003307732142038236,-0.29299657977619564,0.913689981359576,13.977742219466919
2007-08-01,-0.10708760782180769,-12.475449413402576,-28.296852344267354,-2.974601831156023,0.6214815316706338,2.4953936082269754,19.177553382296985,22.971472899527168,8.076717898779284,8.864374346531372,0.0021955781650594033,-0.29080023354768036,0.912738902535169,13.900190327718125
2007-08-02,-0.10708761003176646,-12.582536983461157,-28.935229963743538,-2.9589367151133747,0.614170858887775,2.5009896656820825,18.837791468339805,22.85434365768561,8.333356928087683,9.001340955119716,0.0020889179601375893,-0.2887112866996141,0.910859233666751,13.8191212446276
2007-08-03,-0.107087665305261,-12.68962395535534,-29.572247052779783,-2.9639204193090656,0.6149761214040158,2.5065626706442887,18.57590357495521,22.77015460072896,8.63453066211676,9.159369448162021,0.0020356475438075734,-0.2866750698207413,0.9091360452576182,13.746890252555398
2007-08-06,-0.1070876870392016,-12.796711360938865,-30.222725912704792,-2.9560644404541927,0.593941199329966,2.50984705901712,18.19562858395494,22.700949477014035,8.924587553060963,9.3184006044915,0.0009525047282884445,-0.2857223415378533,0.9054691962800401,13.698595380574332
2007-08-07,-0.1070878496395394,-12.903797254235316,-30.86383604975154,-2.9494033372518214,0.5772261553901342,2.514670194893199,17.79746228104378,22.608792957936203,9.217513975444003,9.48238159435164,-0.0007224369086717273,-0.2864432306123591,0.9019244848341688,13.661565658238485
2007-08-08,-0.10708794167124155,-13.0108841946423,-31.497855794354663,-2.918710349057757,0.5539152724679016,2.5192295128987805,17.571682275166992,22.504414967418406,9.468577903757197,9.625795775949685,-0.000588021430756624,-0.287030450548806,0.8988953137278071,13.606060864731045
2007-08-09,-0.1070881113053587,-13.11797048886534,-32.031506583420864,-2.9015205326455846,0.5292807459782616,2.5212985097309715,17.474475261281164,22.42973758901656,9.756503724622906,9.796874096261622,-0.0011284717282008887,-0.2881574636036239,0.8956221913683189,13.567209000911085
2007-08-10,-0.10708833374082143,-13.225056464851638,-32.49729836086504,-2.886020606067276,0.48103166234245354,2.5192470200792445,17.263144959963938,22.382933794173915,10.072391882801544,9.984355796589352,-0.000917317864474852,-0.28907289401244984,0.8901715327100037,13.484714325796348
2007-08-13,-0.10708843150984476,-13.332143726341517,-32.96706092459363,-2.828070968445948,0.44043698437603157,2.516133296304967,16.68917680499681,22.284207245252123,10.38286256678655,10.197851822210731,0.0007325716710170469,-0.28833943421732555,0.8835544247722217,13.447377234000061
2007-08-14,-0.10708861263089965,-13.43923039256701,-33.480601691039055,-2.735263451991168,0.38503079879777197,2.5154264246014364,16.437728528819076,22.17606020974654,10.739221679512069,10.43632447139602,0.0004570279328747639,-0.2878808441008213,0.8791913904685024,13.404748447130851
2007-08-15,-0.10708875568424966,-13.546317794836956,-33.980987931007405,-2.6493276401286208,0.32676801356794705,2.5136495003856454,16.061626798051307,22.07675553456988,11.076944183662429,10.632635628237075,0.0009576754202358526,-0.2869220275532598,0.8727928057726275,13.349617497878134
2007-08-16,-0.10708886904037136,-13.653405611192975,-34.46985572203386,-2.5130791292275196,0.24371904424516086,2.514343322143961,15.656774599362445,21.870207123868894,11.410703887567486,10.856674041025792,0.002039528849974657,-0.28488161143725677,0.8651245797233628,13.299952330865102
2007-08-17,-0.10708891899897524,-13.760494030324047,-34.82950404717209,-2.394802766352445,0.17710707853434704,2.508325043436778,14.804038013414404,21.58043589672803,11.64081794602991,11.019095260095032,0.00199432564929986,-0.28288689371829295,0.8514203450167157,13.181336239790836
2007-08-20,-0.10708893624174388,-13.867582802341698,-35.22236494362639,-2.1567663209360726,0.12014786881358802,2.505001950929786,14.380500028309294,21.026254489085087,11.924982106035868,11.187982782832902,0.0019879743158983014,-0.28089879260002504,0.8404501976323989,13.122141801854928
2007-08-21,-0.10708893891838911,-13.974671713530672,-35.57613602103811,-1.9784471098911347,0.06546148956994315,2.5019859460175287,13.976927252042369,20.64751955278398,12.208835047041793,11.391088831350803,0.000198651022359745,-0.2807001212048701,0.830447296863555,13.047399521415405
2007-08-22,-0.1070891615105754,-14.081758074341819,-35.81396457038738,-1.7698777922362385,0.001744521985776494,2.4998103838356203,13.589620155924583,20.31149009094519,12.47479017474126,11.606790050958729,-0.00022355361200334436,-0.2809217691103273,0.8204664256597317,12.96719812112734
2007-08-23,-0.1070893838645896,-14.18884490145746,-36.17386575430567,-1.6206647457835905,-0.005713480552895476,2.4940303646035447,13.368341128455615,20.00662011208658,12.775373820690186,11.86199583888535,-0.0018610955765043448,-0.2827811163406027,0.8135914205827259,12.913852049435896
2007-08-24,-0.1070894085159537,-14.295934022432949,-36.513845976457894,-1.4872788068569327,-0.006332861868292721,2.4876970445445603,13.157115968518644,19.827241606803764,13.120871337081324,12.108703260278263,-0.001119487603430539,-0.2839004125655583,0.807470422439945,12.84142153233204
2007-08-27,-0.10708945763180208,-14.403022878443371,-36.853877977972225,-1.351173510278491,-0.005341213469971073,2.4823543816851608,12.950386485261252,19.610594000238205,13.536610246410854,12.359762159753608,-0.0018862406290016233,-0.2857862667448472,0.802730069035783,12.798931106656202
2007-08-28,-0.10708946368411779,-14.510112259991592,-37.29587176577685,-1.2231578861247716,-0.006943218454122224,2.4754108886689257,12.743665214685578,19.43892453223508,14.048154092202855,12.677199352874467,-0.001440997141526939,-0.28722721363298465,0.7976221967369127,12.753328429126809
2007-08-29,-0.10708952567363096,-14.61720080631606,-37.69371998637038,-1.0974635228293257,-0.009295573851999705,2.466112754747773,12.407589325049614,19.27694826640299,14.588027441228856,13.018226637633687,-0.0009835849465240833,-0.2882102307357248,0.7911674385365752,12.702094239768083
2007-08-30,-0.10708962366970418,-14.72428897020339,-38.28230576203567,-0.9311481140597684,-0.008758520713879857,2.457351603811003,12.108763983290098,19.053650922439054,15.044565515738482,13.332916689499395,-0.0003826327468471974,-0.2885920198833389,0.7854434447438622,12.655318020018502
2007-08-31,-0.10708969691981644,-14.831377436068962,-38.76870311892192,-0.7855976621332458,-0.006859507441961016,2.450490597195709,11.89374694008875,18.855233851901374,15.546729699771587,13.629134880413137,-0.0002540628355677377,-0.2888454021705497,0.7799210471993498,12.594205650225122
2007-09-03,-0.10708979608232762,-14.93846516255079,-39.15941545423899,-0.6781844886392164,-0.004690877085577244,2.4457978540213277,11.7620757542823,18.73470305311443,16.11868325194221,13.945802063167339,-0.00034097866767702334,-0.289185305376117,0.7753046601242697,12.549557720546904
2007-09-04,-0.10708986103297514,-15.045553526505337,-39.404807624389605,-0.5787912418460439,-0.0037416128815541206,2.442054908145081,11.643390808595617,18.59582729147401,16.64340490367358,14.223420781841584,-0.0012523075558902174,-0.2904368505457569,0.7709223112210658,12.503609988623912
2007-09-05,-0.10708989686516077,-15.1526426186371,-39.578128653071225,-0.4771943222325324,-0.0026367973896103607,2.4394173601544957,11.5622891033125,18.42156596470025,17.094565686572814,14.496334306022305,-0.001990251704421823,-0.2924266849891165,0.7652515187492896,12.478680525951738
2007-09-06,-0.10708991423972887,-15.259732045996822,-39.633932552442616,-0.3489279495704506,-0.004624357547930349,2.4347925230689293,11.406712726953801,18.20056696934274,17.488552291967185,14.715681100788665,-0.0012305860911943237,-0.29365702058486537,0.7582057702868008,12.451355497766139
2007-09-07,-0.10708992245158104,-15.366821569714636,-39.68204931618615,-0.23305921468120258,-0.0035877539554585542,2.431204395105379,11.274889283231241,17.989894401590078,17.928971154396592,14.892259212086941,-0.0011596176193589256,-0.29481644315886646,0.7518326875259566,12.45141732514141
2007-09-10,-0.10708990570239452,-15.473908715434243,-39.57152389008322,-0.10145884759935875,-0.009208361444903779,2.421993439004447,11.047126408538734,17.755902171492064,18.399766428183437,15.067997980032793,-0.00035033091399514377,-0.2951655439900627,0.7434710055581023,12.465940207584584
2007-09-11,-0.1070898391251607,-15.580996273944233,-39.32992851557389,-0.002425233909147091,-0.01134162883393932,2.4106498416151307,10.766211118415411,17.4361435114268,19.000186705796438,15.26218944696119,-0.0012189623683202715,-0.29638355554933743,0.7346249752156718,12.4921570007248
2007-09-12,-0.10708977682841414,-15.688084581721895,-39.174698097745285,0.003967344399459603,-0.007326402364001236,2.4033222682753084,10.610798278079793,17.12035145104397,19.61286813081311,15.463433997134892,-0.0020235446337870397,-0.2984064934566746,0.7280186072641394,12.515782308406575
2007-09-13,-0.10708976351616108,-15.795174119009268,-39.06492996031057,0.000776650922407833,-0.006546557102185654,2.396775538815015,10.471026095251231,16.802119426888723,20.17538113743669,15.635865017507063,-0.0015393931446144025,-0.29994579674195576,0.7210109005809167,12.531604372969621
2007-09-14,-0.10708973585043872,-15.90226349282598,-38.948483628582615,0.002864688824273636,-0.0036787825260769466,2.3930964880496055,10.380259314838213,16.491226920655418,20.771896920313957,15.828863316531155,-0.0014748014797660645,-0.30142046251331667,0.714958113439705,12.534679885334135
2007-09-17,-0.1070897120932369,-16.00935294729627,-38.64488435719583,-0.000810997285134709,-0.004488058866243287,2.388608231434472,10.229826944924234,16.240839139973186,21.4291863913345,15.989173279447222,-0.0012271006223662855,-0.3026474683442982,0.7083035555535507,12.530871519886553
2007-09-18,-0.10708968460799721,-16.116442383682593,-38.248781768855096,3.3201594465110814e-05,-0.004453518314564333,2.384154522895172,9.985666573691622,15.99053066120374,22.134724458463726,16.121937417725462,0.0006345979921836402,-0.30201278333021125,0.701281724565362,12.538100430080279
2007-09-19,-0.10708965188571286,-16.223531780584523,-38.14512082937537,0.004941176670417075,0.0004888671218628213,2.3846431822197847,9.830209925337922,15.699854109477426,22.733727547244797,16.265527941283175,0.0004075681689158193,-0.3016051307591575,0.6957805459124833,12.546831111084384
2007-09-20,-0.1070896340066687,-16.330621290254133,-38.206071855496724,0.0022472600261457423,0.0027366633971629617,2.3873797367657903,9.775566019035114,15.519863976535966,23.42982423162827,16.4135091617249,0.00019452540778430765,-0.3014105659511775,0.6918646087865521,12.544160752546922
2007-09-21,-0.10708955785643766,-16.4377103605924,-38.3347854531218,-0.00014782978336168881,0.002590819465263544,2.3899700853301957,9.71081728120093,15.35813420059585,24.14409944283613,16.57923589178816,0.00010064970239727404,-0.3013097701180735,0.6880626201585888,12.552854411514945
2007-09-24,-0.10708952893823513,-16.544799719748553,-38.41596404967568,-5.529717051743066e-05,0.0025361892442851653,2.3925060960331246,9.660683784826372,15.184312648370398,24.46421509553747,16.75358125276761,0.0004986346673545104,-0.30081108767450043,0.6848665064402787,12.560811618444532
2007-09-25,-0.10708952238572615,-16.651889206329184,-38.386156243906655,0.0015040471551141274,0.004040363681441774,2.396546420536934,9.61620768799057,15.009227385657857,24.705935477398434,16.912038391438884,0.0017866115317695496,-0.29902446616520995,0.6821533076356046,12.564019486515829
2007-09-26,-0.10708948744915055,-16.75897851634717,-38.298028104927745,0.0004312958282748452,0.004472235129934813,2.4010184531411154,9.537149343517932,14.857867993514072,25.023889709589874,17.09005067047456,0.0007405026802204842,-0.29828391486605677,0.679411314235451,12.570507324639989
2007-09-27,-0.10708934705975537,-16.86606719413147,-38.29712781150692,-0.0005731022729142313,0.0039011222392514168,2.4049187420890137,9.475126750758315,14.719139117095652,25.264741222223986,17.25596823125545,0.001728956265866856,-0.296554778589659,0.6765161183043858,12.56888021878235
2007-09-28,-0.10708852940078205,-16.973152105375465,-38.30765419410408,-0.0004917783322697197,0.003419574571808882,2.408333358969463,9.43353419305005,14.630523014769148,25.535198041099196,17.489689966692232,0.0020471100301104467,-0.29450676016832794,0.6737844853845428,12.564477213187859
2007-10-01,-0.10708851385086411,-17.080240555184382,-38.21771454977318,0.0012371978788491616,0.004656945738832565,2.4129902100791196,9.383509718120735,14.54523648039459,25.761016122698862,17.797396637517313,0.0008920129631534345,-0.29361473274052563,0.6712948344236079,12.568166785023562
2007-10-02,-0.10708790237143288,-17.187326066478608,-38.09600704373744,-0.0001467479810888643,0.004516177546101711,2.417502571233953,9.343613714051386,14.459571588706353,25.958654140039776,18.064818375296667,-0.00024079934410316202,-0.29385500746424464,0.6694045557494903,12.573652793074782
2007-10-03,-0.10708787093147464,-17.29441382166845,-37.953446064911674,0.00025418906547311146,0.004770640811202414,2.422273007676354,9.307747969514333,14.39408447246361,26.17968976853584,18.308753465683324,0.000810222544791017,-0.293044761907521,0.6674383861399991,12.562662821047711
2007-10-04,-0.10708751937574511,-17.401500098187924,-37.84774655096439,-4.665089415265015e-05,0.004726674699137322,2.4269972789709113,9.275772986004956,14.328009950232504,26.335786659547864,18.52476379844951,0.00033330235391544274,-0.2927112061235564,0.6658626366497636,12.551056758630207
2007-10-05,-0.1070872001049259,-17.508586219396822,-37.78049081216896,0.00045725455727831067,0.005186088664803868,2.432181016794696,9.246077221993156,14.246618003667129,26.483023687765705,18.72483836870667,0.0018941474029186304,-0.29081684054019663,0.6636622234093867,12.542898787122306
2007-10-08,-0.10708718343041777,-17.61567334823963,-37.817791789149695,-0.0006367693755976013,0.004549420642713138,2.4367302951869005,9.220375638977695,14.170332601632317,26.5490529235921,18.936338129795438,0.0011456788039282205,-0.28967115056774756,0.661516545246176,12.53694582532625
2007-10-09,-0.10708676925160215,-17.72275881360487,-37.95234647660798,-0.000501481165414594,0.004050224283424415,2.440775952983904,9.184584532619354,14.095904110152375,26.674110907465337,19.229964103398427,0.0011807495338714807,-0.28849014015912244,0.6591041666162363,12.53207614108898
2007-10-10,-0.10708669633127213,-17.829845289984306,-38.03116060975094,0.0007990652749238429,0.004849657316935416,2.4456244727215286,9.160521597520262,14.015845370309165,26.810542946537694,19.52206761905777,0.0014110353603941682,-0.2870790617232134,0.6558328912049426,12.527407631981577
2007-10-11,-0.1070861884263686,-17.936930013104796,-38.19681872105146,0.0001618313199753097,0.00501383101804151,2.4506168309970584,9.140921652539838,13.952954838014833,27.11603176082888,19.875608553822442,0.0020188697140732102,-0.28505991487283266,0.6528998177624645,12.5191805140082
2007-10-12,-0.10708608864739795,-18.044015826879054,-38.45058101950282,-0.0017317628777952878,0.00328249442349459,2.4538820616639625,9.129809883777266,13.907783298432348,27.229844106868605,20.200467822265455,0.0026964790832280125,-0.28236338872828276,0.6498301746495091,12.511157939920789
2007-10-15,-0.10708569369868012,-18.151100469876152,-38.62663141510693,0.01985146096211354,0.02313550463854107,2.4553530490370656,9.118990551105819,13.858903976596412,27.373481529280404,20.56840066576356,0.0026586720858886304,-0.27970453519185684,0.647046409113636,12.507072590928757
2007-10-16,-0.10708567443116249,-18.25818609512538,-38.66001355935962,0.029076287194811985,0.0522118596572749,2.4565050816728493,9.10104870795897,13.814236504604553,27.466543064555513,20.90310599513494,0.003436150495085747,-0.2762683761940565,0.6444087456882788,12.503326126915022
2007-10-17,-0.10708553259334487,-18.365271283772085,-38.68098399998948,0.021502477849793936,0.07371478379058144,2.458427553244998,9.07952360296691,13.739478501905847,27.50306214744016,21.187332299169157,0.004873795073099185,-0.27139452387900653,0.640929915957542,12.502829113841967
2007-10-18,-0.1070853094991529,-18.472356077193375,-38.60151888791488,0.018095413849259202,0.09181083675427743,2.4593929051671592,9.07685321130771,13.66525498553497,27.574990879742266,21.522867215574447,0.004713697120529649,-0.26668074088887095,0.6372224770779236,12.502272719474671
2007-10-19,-0.10708496803667081,-18.579440295757653,-38.415746957094946,0.017757060261354807,0.10956877380652626,2.4598982157132894,9.0682746171399,13.617084002903123,27.664697770333735,21.906310722075244,0.005835509923144362,-0.2608451113788289,0.6328762724610824,12.502652932275005
2007-10-22,-0.10708438733090454,-18.6865234856193,-38.18280891640363,0.008378637256752561,0.11794872027323491,2.461259374547888,9.035833606819073,13.516456692216025,27.73212188961803,22.240676327201726,0.004908179408697736,-0.25593675686450296,0.6283160474513361,12.508778231728684
2007-10-23,-0.10708436441549364,-18.793607805805838,-37.88921119629398,0.011783758644510497,0.1297325235404004,2.4614070641672297,8.963465108530846,13.34899311385295,27.883417414736748,22.4761636432054,0.004971073429415458,-0.2509656773935365,0.6225776292342702,12.525018452390205
2007-10-24,-0.10708293048209698,-18.900688145950916,-37.57365378014092,0.011315176502925366,0.14105012609744375,2.4622661756211435,8.917668521974973,13.21213202219985,28.032554412084554,22.66659768649745,0.0038607593254878433,-0.24710460572327106,0.6179354748973003,12.538845155691764
2007-10-25,-0.10708291542738256,-19.00777103554473,-37.21693549029643,0.013496878556616833,0.15454702695484335,2.463051550863075,8.865641973698976,13.054804207554215,28.094073178300903,22.768772280554327,0.005637616820822065,-0.24146698585183118,0.6124440114128157,12.559312177400837
2007-10-26,-0.10708234940738472,-19.114852467619308,-36.88964878420078,0.013467439706500876,0.16801519931720812,2.465337632161968,8.843362679350564,12.891848976400814,28.119785115749405,22.875491899758032,0.006501820180865338,-0.23496506624513727,0.6074725513308435,12.57286262975647
2007-10-29,-0.10708190174974103,-19.22193367815083,-36.59889402826962,0.02146025598428604,0.18947596997831903,2.4663716153984856,8.84646189162191,12.76263559431705,28.09709841569512,22.94384021914223,0.006669900516069327,-0.2282950920007917,0.6033773229217423,12.586450857302962
