dates,diamonds,butter,cars,cucumber,bananas
2019-06-21,0.5435132590103345,-0.5977324752500504,0.4071169576739544,-1.2299276368763516,-0.20256062994423754
2019-06-24,0.5401066568588083,-0.5976892339786404,0.4061286520940787,-1.2310035079310369,-0.20268724126512816
2019-06-25,-0.5389091193431139,-0.5948906291647671,0.40611605911335336,-1.226794409986673,-0.20328306095042348
2019-06-26,-0.5378304797896987,-0.5937667564618725,0.4133564914252046,-1.2257755690902707,-0.20240985826290683
2019-06-27,-0.5386362921362975,-0.5952645646839071,0.40953038696895344,-1.227954642020402,-0.2024300622595454
2019-06-28,-0.5395113667900221,-0.5951717789481199,0.4131778841784126,-1.2180548068538364,-0.20083746691631157
2019-07-01,-0.5434569121131733,-0.5937325326922122,0.41326590603402635,-1.2178560661268065,-0.20472478465312083
2019-07-02,-0.5464834992868294,-0.5965461649919718,0.4174918837392071,-1.2197135624363742,-0.20549073333913598
2019-07-03,-0.546806194656583,-0.5910463816505602,0.41445451910994446,-1.2286579276298442,-0.2065061604946403
2019-07-04,0.5449974887186729,-0.5933006918423854,0.41404420952593457,-1.2336300145351917,-0.19998099071049205
2019-07-05,-0.5471333931993574,-0.594174757286033,0.41224419864870077,-1.2492994175443444,-0.20007129810753757
2019-07-08,-0.549562799543042,-0.5933541634496107,0.41055656475538854,-1.2539729629314655,-0.19989777043508358
2019-07-09,-0.5416731846517926,-0.6159533336150519,0.411014790957883,-1.2542303630447733,-0.19895785840556032
2019-07-10,-0.5418601857609064,-0.6136452285917968,0.4119370185438149,-1.2516722952218655,-0.20027417475974446
2019-07-11,-0.541829403133553,-0.6191409261234307,0.4176352025235113,-1.276088529527937,-0.20029568643830822
2019-07-12,-0.5419400700680875,-0.610224904776738,0.4230586305674055,-1.2666775376213932,-0.19744404907005392
2019-07-15,-0.5414651033765718,-0.6120486328634381,0.4227515483597072,1.26672530051539,-0.1970695521566031
2019-07-16,-0.5412402166332283,-0.6360004287712796,0.4264720002805197,1.2700156089687247,-0.20171626567384576
2019-07-17,-0.5321009296181489,-0.6384792678413265,0.4244565907034883,1.2772767164331464,-0.2050149441582604
2019-07-18,-0.530510846810131,-0.641168191385476,0.4228985013011717,-1.253927613818696,-0.20555103130026392
2019-07-19,-0.5359727207118,-0.6624825376562585,0.42337393357324343,-1.2598045909913187,-0.20455310392855822
2019-07-22,-0.535839665677212,-0.6637187796149657,0.41995548909278657,-1.2609057279878233,-0.20476696642474815
2019-07-23,-0.5382840836647829,-0.6622570289920349,0.41381584081772876,-1.2588968251284511,-0.20443157315938537
2019-07-24,-0.5372964138913534,-0.679602868041173,0.4225913523304432,1.256917350487572,-0.2067408192488159
2019-07-25,-0.5372160845544002,-0.682430917496048,0.4231836592621133,-1.2602216824099204,-0.20495980462667804
2019-07-26,-0.5319463501795213,-0.6853183856216858,0.421793995424469,-1.257572159815884,-0.20513332799580924
2019-07-29,-0.5470385851229298,-0.6843029020691292,0.4221008367008305,-1.260106615830499,-0.20761562366736427
2019-07-30,-0.5480436132879931,-0.6828554390624823,0.41798802996394785,-1.263659145266289,-0.2071980992759271
2019-07-31,-0.5523846936788683,-0.6828683350215128,0.4158659929186094,-1.2629605384621552,-0.2073504646036345
2019-08-01,-0.549060822093709,-0.6853594274166058,0.41741920687426776,-1.2482653363125193,-0.20920551993638262
2019-08-02,-0.5529878195734692,-0.6839326153240614,0.4165903710765184,-1.2505276776944891,-0.2075983003488199
2019-08-05,-0.5540328606789907,-0.6835068811500281,0.416887509075617,-1.2493325661922496,-0.20862772968784668
2019-08-06,-0.5513853910776252,-0.6832708649235567,0.4201729629929225,1.2441006213138945,-0.21075249928291612
2019-08-07,-0.550726509529829,-0.6943850076851485,0.4249976655739196,1.2409584297305172,-0.20664722512192388
2019-08-08,-0.5481299694823093,-0.6956077826664612,0.4195805960386252,1.239721920897857,-0.20634919361160248
2019-08-09,-0.5471641877718302,-0.6956077826664622,0.4316096210770682,1.2379338231709922,-0.21063154348663288
2019-08-12,-0.548045259354277,-0.7091838309201793,0.4173811376036565,1.23627246044276,-0.21055047740565164
2019-08-13,-0.5505921788925237,-0.7074115643747262,0.4160442216335686,1.249996093768275,-0.20963265597331268
2019-08-14,-0.5583468568518505,-0.7001084692067252,0.41411900793464457,1.248942749099596,-0.2091990146975882
2019-08-15,-0.5582873360348483,-0.7048212275701082,0.41365344692781136,1.2149735561301098,-0.20864995354594185
2019-08-16,-0.5615802277965236,-0.7033000977618817,0.40657807629659076,1.2150802832191683,-0.21059062049882005
2019-08-19,-0.5589353433785406,-0.6908436901768769,0.4065636605855475,1.2170143045616584,-0.20896340456932527
2019-08-20,-0.5575379957667961,-0.6886614654698929,0.408698447248201,1.2174606808703563,-0.2087975402988176
2019-08-21,-0.555132599411105,-0.7065366594907383,0.3994677522167657,1.2214210216989734,-0.20756688158359815
2019-08-22,-0.556025974047829,-0.7066296139911213,0.39994976946323485,1.2220921442255073,-0.20828371817810348
2019-08-23,-0.5560706744010881,-0.6835032089780346,0.4001949263935963,1.2626182110614241,-0.20757919693397633
2019-08-26,-0.5570651153767906,-0.684115202166839,0.39931424750148525,1.2683942913402695,-0.2077803041335728
2019-08-27,-0.556967037953111,-0.68867730615899,0.39896975398868495,1.262948451578013,-0.20791962479957599
2019-08-28,-0.5574271971133286,-0.6878947458480971,0.39907381875381565,1.2287052273117298,-0.20815923540314146
2019-08-29,-0.5581449636170048,-0.6888777771248232,0.3995680925486575,1.2441044725357104,-0.20579303829452175
2019-08-30,-0.5494500518206109,-0.6932554357645875,0.40029325016879136,1.2387323294389911,-0.20595710737984183
2019-09-02,-0.548996030858963,-0.7068170455814878,0.40300485125772606,1.2455782607842458,-0.20595438169070376
2019-09-03,-0.5560133395561121,-0.7106107365860976,-0.3994718319503593,1.2473017307521248,-0.20354121106772538
2019-09-04,-0.5520476525665241,-0.7076355825478438,-0.3970807826867069,1.2477987967865891,-0.20352020471186164
2019-09-05,-0.5539748787350854,-0.700815073388686,0.39484688614588537,1.245195807680572,-0.20452707698631542
2019-09-06,-0.5577019325680871,-0.7054373988840814,0.39234461764369594,1.2447789876387998,-0.20605803401827152
2019-09-09,-0.5581802639065875,-0.7041080338268528,0.3932104029787862,1.2412834356027098,-0.20724661311661569
2019-09-10,-0.5595461906295299,-0.7013388433023471,0.39273305230469846,1.2419572015111617,-0.2084147657828741
2019-09-11,-0.5620339936791445,-0.7014563357407753,0.39216440154115695,1.243854217484733,-0.208295370802729
2019-09-12,-0.5645228019397535,-0.6771197737687272,0.39184634097118987,1.2426291875915023,-0.20761006648997615
2019-09-13,-0.5671839534351677,-0.682746250722338,0.391367101062567,1.249102529969006,-0.2102442488947917
2019-09-16,-0.5677464062001664,-0.6869125076915679,0.3920657380232969,1.2744076496171082,-0.2080300958572597
2019-09-17,0.5807830655947268,-0.6804643816023509,0.3928515903600652,1.2742493406136428,-0.20794641565900843
2019-09-18,-0.584685757061321,-0.6775002444548356,0.3917808672597016,1.2851633965350882,-0.21037305220397232
2019-09-19,-0.581179686006521,-0.6665809054404522,0.3909259933636695,1.2984035037463253,-0.21373594007806662
2019-09-20,0.581187930990385,-0.6683181161871062,0.3922496503382274,1.3102761808836958,-0.21401135071486732
2019-09-23,-0.5805184831447383,-0.6578259796260045,0.38393611755837964,1.3201069942553707,-0.2145291174412427
2019-09-24,-0.5952625608971432,-0.6305452254532622,0.3835277872176951,1.3103605457745855,-0.21553497677249567
2019-09-25,0.6100615904432315,-0.6287199615761062,0.3776336759246838,1.3163867236479652,-0.21502622871971586
2019-09-26,0.6093476389564514,-0.5977817069847591,0.37771609841741266,1.3144429503812316,-0.21740436338587577
2019-09-27,0.6148086385069259,-0.5994929115718511,0.37762441350155607,1.3026167914214342,-0.2220531150381121
2019-09-30,0.6057920921788631,-0.6004625342957235,0.37746444811150553,1.2928186099173096,-0.22159831909817282
2019-10-01,0.5924051069474365,-0.5926471479077333,0.3788055433126908,1.2886672838980193,-0.22600406956626196
2019-10-02,0.5963468172943178,-0.592482045268455,0.37780275407065955,1.2978325735411154,-0.22474360549921413
2019-10-03,0.5996911186829916,-0.593496267641385,0.3804376941098692,1.2981179444801114,-0.2245708952462873
2019-10-04,0.6017173935611108,-0.5879863173318763,0.381645865283242,1.3031332019639572,-0.22706411412047967
2019-10-07,0.5978235795495506,-0.575798567571205,0.3789542678449304,1.3148576117366935,-0.2270606489286892
2019-10-08,0.5983919715660659,-0.572672880521065,0.3790669679852363,1.3271438117130065,-0.2270244670545336
2019-10-09,0.5993230992121895,-0.5695389769180869,0.3771822537529724,1.3384938054216202,-0.2286446424153789
2019-10-10,0.5973489699825039,-0.5708210750922766,0.3714316641785701,1.3423629034988296,-0.231263257126128
2019-10-11,0.6024101850871451,-0.5713060219418031,0.3767535150150913,1.3428893139373472,-0.23126243461981058
2019-10-14,0.6009545932978803,-0.5725545965677211,0.3768806421168825,1.3291069947594258,-0.2262385595751575
2019-10-15,-0.6055274872410613,-0.5495213925735445,0.37603576277384354,1.3345260429134038,-0.22620470793100625
2019-10-16,0.6128308130599543,-0.5509032342597097,0.37441814414142893,1.3182669758038983,-0.22656486409859633
2019-10-17,0.6132593517890468,-0.5470088756375443,0.37464960013129556,1.2996979917736744,-0.2263252028324274
2019-10-18,-0.6181840632669228,-0.5468217271932528,0.3755049771637992,1.2776498792020083,-0.22574123203649202
2019-10-21,-0.6187887788345939,-0.5497935720241203,0.38509791382036507,1.2989160133094295,-0.22632548106681058
2019-10-22,0.6282950405711261,-0.5480396627894246,0.38600358229584913,1.3082988448043926,-0.23000942198842844
2019-10-23,-0.6344950313369256,-0.5449148696137801,0.3889293558525229,1.3198298680015346,-0.22999168845755488
2019-10-24,-0.6362824445419425,-0.5432639244286006,0.3954187401195345,1.315715443994098,-0.2320392042378023
2019-10-25,0.6378789993124253,-0.5380784022575598,0.3956268563431326,1.3162487368408617,-0.23213185527150212
2019-10-28,0.6395616544676884,-0.5461226861871349,0.39309743192130225,1.3189846196704753,-0.23516248302754425
2019-10-29,0.6484105395600277,-0.5436212660736311,0.3890903313082742,1.325723717887855,-0.23507928988951807
2019-10-30,0.6439041906300326,-0.5436203824833228,0.39107878481260405,1.337753438298713,-0.23728135589167965
2019-10-31,0.6441046457789649,-0.5422902588786289,0.3875014386017613,1.3627102324750984,-0.2370232708651229
2019-11-01,0.6447462636628272,-0.5450205575684748,0.38402772079728015,1.367026216023386,-0.22844982790557497
2019-11-04,0.6470371179251122,-0.5387666720079091,0.3845434885302628,1.3648561143357323,-0.22851963118665009
2019-11-05,-0.6534415407112619,-0.540360660773263,0.3934818643868438,1.3627254158760245,-0.22804030993926633
2019-11-06,0.6608152819587296,-0.539672794658609,0.3925626148234587,1.3660169727433438,-0.2281187419210517
2019-11-07,0.6629971869834891,-0.5368507928879479,0.3902034440837159,1.420917637039765,-0.22812598943847456
2019-11-08,0.6622988585587858,-0.5425154995450744,0.38962723943066024,-1.3913966828163555,-0.22792265662176303
2019-11-11,0.6432786563744176,-0.5364678715124412,0.3901561608230378,-1.390105495425269,-0.22783366975039263
2019-11-12,0.6463808114099514,-0.5284671947601561,0.3900382948451279,-1.3942608484513415,-0.22776259660264234
2019-11-13,0.6498107157758076,-0.5271810179517905,0.3887779817902345,-1.3950095192112137,-0.22863401678817863
2019-11-14,0.6469079436908731,-0.5271772086276072,0.3929524260758471,-1.3967938195768936,-0.22807002163704257
2019-11-15,0.6427169261726104,-0.5252201532682645,0.3963190878434678,-1.4126774045726207,-0.23104577212591398
2019-11-18,0.6425385866107429,-0.5262821143271326,0.3964102523689058,-1.3937962485601518,-0.21734291601272868
2019-11-19,0.64191199444975,-0.5242992995070398,0.3963933099390862,-1.3820700092358371,-0.21732336546884434
2019-11-20,0.6426301263216125,-0.5281036893883609,0.38844015263008425,-1.3844268696397048,-0.21739237281958096
2019-11-21,0.6437177924991299,-0.5280374237523762,0.3791947619215236,-1.3751594095531523,-0.2261027297247978
2019-11-22,0.6443674840379183,-0.526227023481903,0.36806140091969664,-1.3729840515647693,-0.22917385392606532
2019-11-25,0.6444385296397261,-0.526174790606415,0.36010932706153664,-1.381985539664392,-0.2293849742006106
2019-11-26,0.6583006012468541,-0.5233758889251408,0.3585573293990189,-1.3785774839159515,-0.23024299258494504
2019-11-27,0.6579995512128715,-0.522582383498319,0.35859495074420306,-1.370722396025715,-0.22042424790749543
2019-11-28,0.6621133002816216,-0.5219601252091046,0.3546022372840256,-1.3770225564221334,-0.2201945893223526
2019-11-29,0.6622243551570998,-0.5266060863327364,0.3538741237802657,-1.3863652944889884,-0.22240954248250996
2019-12-02,0.6613202678713164,-0.5254999327348314,0.35483432596825043,-1.3800141510136215,-0.22325126298725922
2019-12-03,0.6617735147990742,-0.5196234991536672,0.34798385083951666,-1.3835692777630868,-0.2246044604603178
2019-12-04,0.6754358127409598,-0.5198791088907464,0.3487434935438011,-1.3812708084079095,-0.2252742824830657
2019-12-05,0.6755276580736173,-0.5197919443893891,0.346023350599291,-1.4123025975045886,-0.2260077867614333
2019-12-06,0.6640416598593981,-0.5197279159044503,-0.33252121829998066,-1.3998423586298252,-0.22701575041163105
2019-12-09,0.6593599762194637,-0.5172570710121227,-0.3330222877662194,-1.3911933513296553,-0.22705945487908186
2019-12-10,0.6663565128702293,-0.514136167318635,0.3292688096755194,-1.392364738618427,-0.21776382829308108
2019-12-11,0.665747681477317,-0.5047915059627239,-0.3287663790142422,-1.395019020969868,-0.21512916264841483
2019-12-12,0.6659336551574255,-0.5025313441652449,0.31873326319550543,-1.3922216951641126,-0.21733086375416838
2019-12-13,0.6769129513423509,-0.4985600567807524,0.3192116900507497,-1.3690142259654943,-0.21471394571510072
2019-12-16,0.6851777728048307,-0.49930924656218784,0.3191627815468199,-1.3569670270700214,-0.21482909650902016
2019-12-17,0.6828280574734603,-0.502558758565727,0.3210362536208004,-1.3552462276291997,-0.21460746977594103
2019-12-18,0.6781398960958189,-0.502345400092066,0.3213906096097562,-1.3495571598049725,-0.2129432638746262
2019-12-19,0.6860217819901523,-0.4998375167367648,0.32117605630428653,-1.367297088863786,-0.21124610653826092
2019-12-20,0.685746709704853,-0.5009398307198323,0.32155266733255383,-1.3569357948465337,-0.21259638105734646
2019-12-23,0.6863408282826357,-0.499644379757382,0.3221223072853363,-1.3543448035268137,-0.21255603572920184
2019-12-26,0.691039129523812,-0.49471402209042126,0.3223310777409945,-1.3612045390574448,-0.2126914707046426
2019-12-27,0.69228392771436,-0.49377809368661835,0.3223187711147364,-1.3652580064501483,-0.21721224989819052
2019-12-30,0.7034180567346855,-0.4865710555491211,0.3225488617353445,-1.3615464185517585,-0.21771251808324302
2020-01-02,0.7045864036331321,-0.4874290559414909,0.3225465295308114,-1.3546032349793562,-0.21957147553629813
2020-01-03,0.7058237011842642,-0.48735125237191584,0.3321163088749328,-1.3610519748975305,-0.2185063581702772
2020-01-06,0.7046661684487548,-0.48589448106619854,0.33300179159275467,-1.3631900201420097,-0.2187240304126765
2020-01-07,0.6987374669250529,-0.4882342831949788,0.33365464918622273,-1.3618847668655587,-0.21933652863058833
2020-01-08,0.6934062492348491,-0.4872249009951759,0.33039629744135346,-1.410334833915182,-0.22052642537729816
2020-01-09,0.692949279028573,-0.48957802572220877,0.334925671017846,-1.4098091495013245,-0.2206687876613928
2020-01-10,0.688952651430431,-0.4934212795447685,0.3339987091956797,-1.4113879692956397,-0.2231520421089221
2020-01-13,0.6906265101064215,-0.4908221533176681,0.3338075656726111,-1.420610770322869,0.2220957842600512
2020-01-14,0.6938267130989382,-0.49543880636092075,0.3389508223531647,-1.388768341313346,0.22353550687986193
2020-01-15,0.6775943346158187,-0.48811614044240437,0.3388138321875093,1.3766297543183714,0.22341987908709604
2020-01-16,0.6781227445171711,-0.49343521528406464,0.3389797983708858,-1.3571807133185672,0.22365388744193332
2020-01-17,0.6790008596295498,-0.4918221602107576,0.33435888018453463,-1.358683111220667,0.22388353771882138
2020-01-20,0.6790370195651015,-0.48292349399355006,0.3346433302948209,-1.343403009311783,0.2238742465621404
2020-01-21,0.677219761922514,-0.47403118915727993,0.3303366053227498,1.3732701361634025,0.2235245670111652
2020-01-22,0.6683776756336902,-0.47405616947324314,0.32492276559489125,1.3667452917104082,0.22626316480699835
2020-01-23,0.6774495608802604,-0.47425098090475204,0.3250959143959843,1.3616940992975624,0.22585560111835043
2020-01-24,0.6785930127599253,-0.4751121931743809,0.32454139824333456,1.361795105252183,0.22534418942576684
2020-01-27,0.681007593333179,-0.47507873538478795,0.3244858992735799,1.3677113756026025,0.22974863899708828
2020-01-28,-0.6895451491355019,-0.47716870092366614,0.32401544082087363,1.3657506810801407,0.22962978211771534
2020-01-29,-0.6871617285837622,-0.4787848432664229,0.32489686942992657,1.3657506810801465,0.22441434705740818
2020-01-30,-0.6928696016660294,-0.4777955751096094,0.3221291929132218,1.369346618910661,0.22154951418267044
2020-01-31,0.6896878123953406,-0.47146230465678707,0.3167839090122737,-1.3655074597697061,0.22147652204326715
2020-02-03,-0.6883403149942249,-0.47096682968195,0.3173262995841734,1.3750099044038913,0.22116391024045115
2020-02-04,-0.6881890339863157,-0.47006138516438023,-0.3171406850200884,1.367150133144996,0.22049104800837016
2020-02-05,-0.6933572448944076,-0.476519831717428,0.31684178250967604,1.370343965656747,0.2219744944188021
2020-02-06,-0.698011614367716,-0.4746918040396703,-0.31696399336478887,1.3670683696129031,0.22289896916399082
2020-02-07,-0.6981645329774795,-0.4747881003940433,-0.3176071116362095,1.3654349005716324,0.22461039796052865
2020-02-10,-0.6928955478516484,-0.47342934201931747,-0.3175458559451966,1.3590557256012912,0.22270734528010613
2020-02-11,-0.6876419630265531,-0.47379792845754093,-0.31721899033901424,1.3632482874393335,0.22228811708931276
2020-02-12,-0.6929387979725554,-0.4774418009536904,-0.3174890199571231,1.3626444436019896,0.22050138765424526
2020-02-13,-0.6911079438474503,-0.47646892993670464,-0.3164347662382623,1.370319520053485,0.22076775489351952
2020-02-14,-0.6922595430299349,-0.47314855373062115,-0.32153428315378185,1.366261741643026,0.21544184852306572
2020-02-17,-0.6880544647159856,-0.48540669634697553,-0.3217338019346276,1.385587883873063,0.21526431222548512
2020-02-18,-0.685980943896531,-0.48387363635519715,-0.32528742612649125,1.3922338386504545,0.21625173939035494
2020-02-19,0.685783313138769,-0.4978563647438139,-0.3234980243244628,1.397444231593974,0.21744730218325586
2020-02-20,0.684453237409713,-0.49302328840841936,0.32244609141712494,1.4145304526901998,0.21752626698603342
2020-02-21,0.6940295430789706,-0.4922972261216594,0.320905208658357,1.3555848816923781,0.21795813513298068
2020-02-24,0.7152907469555113,-0.49704103767481317,-0.32086080288726,1.3486498613701194,0.2162695707661723
2020-02-25,0.7216091027057252,0.4964156641179312,0.3185741356497438,1.3198126252484723,0.21754803960602234
2020-02-26,0.715936829838341,-0.4941936670738139,-0.31850808591114665,1.3188515492709663,0.21672703385394837
2020-02-27,0.7158003580566807,-0.5001350546996157,-0.31866903990440165,1.3188515492709663,0.2167259191744067
2020-02-28,0.7194283701767029,-0.49903523700404356,-0.318800165963864,1.3081555503139655,0.2161180738506634
2020-03-02,0.7193552126547142,-0.4908484051901084,-0.3152075300696175,1.3039449964206025,0.2153001366680725
2020-03-03,0.7046268074239842,-0.4928195666720063,-0.3159016237919397,1.2952694161123832,0.2137114802996341
2020-03-04,0.7068792027175044,-0.49520469032800224,-0.31867627279554434,1.2974654764031641,0.21076265660758656
2020-03-05,0.7057577793718627,-0.49375961464447415,-0.3182749377448615,1.2941376279815557,0.21045971145752534
2020-03-06,0.6991323383917138,-0.4814768754407843,-0.31463527382335804,1.3074934252163695,0.21123424385932818
2020-03-09,0.7038380057189813,-0.49653663248762875,-0.31380267125661443,1.302979430992225,0.2107969776953267
2020-03-10,0.7118002057462728,-0.49450233333732696,-0.3145411418265586,1.3311178305648612,0.2102157984277633
2020-03-11,0.7126284170228818,-0.4843418107749947,-0.3147542154042441,1.340643986075342,0.20858267710680517
2020-03-12,0.7131762419181421,-0.4838938034357932,-0.31204311817139047,1.367424914973171,0.2090144476611412
2020-03-13,0.7060960220733462,-0.48123997809382574,-0.311455335048092,1.3678815468056982,0.20615704573504892
2020-03-16,0.7041817000672745,-0.47972959775154483,-0.3114726633892051,1.3745136370813398,0.20614001923883835
2020-03-17,0.695500100837956,-0.4825746783102178,-0.3112971720789255,1.3760118697717618,0.2036911633570814
2020-03-18,0.6944094502511781,-0.4851714911502209,-0.3097838581502776,1.380704558897673,0.2023259180833551
2020-03-19,0.6935529910120706,-0.4865731290971207,-0.30878496441768294,1.3794625697860925,0.20237148650110073
2020-03-20,0.6960349641955963,-0.4868188593326569,-0.31069783901073567,1.375364896178877,0.20149950893438134
2020-03-23,0.6922223903698957,-0.48727360174357687,-0.31340719445030535,1.3725067791322463,0.19953015684564895
2020-03-24,0.6985553654141815,-0.48727198200650595,-0.3134076869975474,1.3748201680981194,0.20179632631252367
2020-03-25,0.6983936736468784,-0.4918398871610579,-0.3138317838734713,1.3748201680981194,0.20030743944242368
2020-03-26,0.6903550760713771,-0.49422668063500563,-0.315280603989741,1.3564650742291138,0.205866047606865
2020-03-27,0.6885151948914221,-0.5020975633711012,-0.3138473015503206,1.3621905071639022,0.205124109699685
2020-03-30,0.685526728874046,-0.5027519922874055,-0.3130827110125089,-1.3640254764036268,0.20548735801389592
2020-03-31,0.6917027149484454,-0.5031445426364012,-0.31343005416769104,-1.364431715211632,0.20333471411854617
2020-04-01,0.6907879749952491,-0.5052602359594475,-0.31462482438090844,-1.3352729649885857,0.2014563828225481
2020-04-02,0.6915368047422442,-0.49935163830264107,-0.31212526314505107,-1.3670670921740948,0.19964851672957065
2020-04-03,0.7234108148412434,-0.5045230160601428,-0.3115515310237048,-1.3551616037636587,0.19953639298266207
2020-04-06,0.717593351429195,-0.5135700414037203,-0.31168423569052395,-1.3506448893597736,0.19966396479866563
2020-04-07,0.7155009074499815,-0.5146576785822942,-0.3120090329969404,-1.3523296499535935,0.1999785634469361
2020-04-08,0.714338927228601,-0.5066997305108859,-0.3122873875865396,-1.3484683759731402,0.20036380626034656
2020-04-09,0.720057738272479,-0.501003261542852,-0.3114427069719557,-1.3476880884686782,0.20060215253181896
2020-04-10,0.7194508989971575,-0.49277905604655975,-0.31038950936069415,-1.3522678258345981,0.20881311242074888
2020-04-13,0.7227948993048702,-0.4886388629005568,-0.3098528369710955,-1.3624041421687267,0.20821555405500303
2020-04-14,0.7226416377871141,-0.487881505552108,-0.31513973348648167,-1.3659838370672779,0.20775903403165163
2020-04-15,-0.7132616815859232,-0.4859010200388541,-0.31780999673390425,-1.369771767164261,0.2071942433003043
2020-04-16,-0.701743500277592,-0.48266680106000165,-0.32643849915721845,1.3719047554162076,0.20674071762951085
2020-04-17,-0.7003290533749249,-0.48332121333321054,-0.3276706017113075,-1.3759832117862851,0.20562528298628752
2020-04-20,0.6985408784322633,-0.48532105486769295,-0.3291542946292691,-1.3801705526924215,0.20585486771992256
2020-04-21,-0.6987081300944681,-0.4853411176633082,-0.3294160760952242,-1.3866944905701604,0.21360890030866395
2020-04-22,-0.6949349193171213,-0.485771838215856,-0.3311919064728388,1.3694557581770106,0.21375402062185356
2020-04-23,-0.6863086611720642,-0.4864023806100572,-0.3315477651189101,1.3647989117285586,0.21350804946952093
2020-04-24,-0.6909455948146588,-0.48543586367279296,-0.3311565470191657,-1.3638402504509837,0.21250462393509845
2020-04-27,-0.6876079871072414,-0.49070105902159233,-0.33727718247269084,-1.3573232269135334,0.20851468149998997
2020-04-28,0.6879222531969243,-0.4884770036028597,-0.3354857628195331,-1.3583834857302888,0.20768831073850502
2020-04-29,0.6900593159767827,-0.48584682337178187,-0.3386901778760686,-1.3266403643659264,0.20721611002212334
2020-04-30,0.6857339724396031,-0.4832550654390181,-0.3478238356427984,-1.3312876803948983,0.19796200341700193
2020-05-01,0.0,-0.46629518359719324,-0.3491273661607096,-1.339076900115165,0.19839583264083588
2020-05-04,-0.6853755242510513,-0.46886720855827363,-0.3589845381358748,-1.33476972520215,0.20402929365824646
2020-05-05,0.6718853861718362,-0.4763138369274107,-0.35814018614548593,-1.3347875608550048,0.2063713124017389
2020-05-06,0.6719622882553073,-0.47752181344993466,-0.37160160090321664,-1.3277285761213415,-0.2061250243480047
2020-05-07,0.6574531019577455,-0.4720559353864114,-0.3671784341281168,-1.3470056831293193,0.20825881549914282
2020-05-08,0.6502702491354844,-0.4711849997176627,-0.36796864470829194,-1.3593897079394293,-0.20836222479501718
2020-05-11,0.6519996589155904,-0.4716014817393995,-0.3641232541258015,-1.3604195702090054,0.20913673979208988
2020-05-12,0.648851398754974,-0.4709597784503152,-0.3652746080362114,-1.3652389212660951,0.21072806686930387
2020-05-13,0.648696429340655,-0.47230301353791904,-0.3656846880531051,1.3639239733849575,0.21365335430478738
2020-05-14,0.6480978036169228,-0.4693689529610856,-0.3636404027720285,1.3667197617235856,0.213400309885328
2020-05-15,0.6534380531105586,0.4650919309245589,-0.3595701684166406,1.369234938679032,0.21154349972126274
2020-05-18,0.6540453177486449,0.46792030840935156,-0.35546931248604485,1.3586793490024225,0.21086067297035313
2020-05-19,0.6529188846528269,0.468695993221698,-0.3554895940417448,-1.3570757320212186,0.21012375273761183
2020-05-20,0.6493416140478192,0.47288920145600605,-0.3560026592073931,1.3594826641050215,0.20995430707349585
2020-05-21,0.6461648691323072,0.46390228797468575,-0.3516659651992638,-1.3385201841964696,0.20993244565455557
2020-05-22,0.6461741771779989,0.46339053708663974,-0.3491824667869249,1.3316665381072132,0.2102858210907511
2020-05-25,0.6478166462610644,0.4647716362856109,-0.349127153385374,1.3313867894931826,0.21095172421887814
2020-05-26,0.6448198476292587,0.4646229199870924,-0.34877533027749963,1.3341993615438645,0.21081785480114176
2020-05-27,0.6487478914465734,0.46229516046421887,-0.3536939676701351,1.3351027753276854,0.20972209270895842
2020-05-28,0.6492438926031916,-0.4472385968363289,-0.35356642859571946,1.3274477927579873,0.2113870514689834
2020-05-29,0.6563302040929959,0.4461717515703252,-0.35258296334498906,1.3255932561995405,0.21186222430111512
2020-06-01,0.6563731828070786,-0.4439513950581907,-0.35070336318572054,1.3242431460645812,0.21171008317110876
2020-06-02,0.6512557694673421,0.4121016326046801,-0.33934499089171927,1.3515969615008885,0.20946427978010473
2020-06-03,0.6628778783910998,0.41632915041805096,-0.3383993802441378,1.3162498770499302,0.20957258875833998
2020-06-04,0.6584943925435899,-0.40734150527401153,-0.33841550202606174,1.3338729199638935,0.2102900336034536
2020-06-05,0.6567113690497525,0.40676928824021896,-0.34376988299631966,1.3361749845342008,0.2102495230703521
2020-06-08,0.6496358658391425,-0.4120637402526414,-0.3435380622999172,1.362396555773005,0.21015908063888034
2020-06-09,0.6511246047151119,-0.41439782638898387,-0.3483898043789161,1.3728326673782263,0.20972754908439772
2020-06-10,0.6589761865916711,-0.41408147941374557,-0.3536777080515439,1.383368034402906,0.21044218837449238
2020-06-11,0.6638417608956904,-0.4139736018162938,-0.35304114646823487,1.390367476943527,0.21003737330051606
2020-06-12,0.6521185962554071,0.4097022405377854,-0.35300078122636236,1.3838302304747618,0.21044979360057425
2020-06-15,0.6446567637664801,-0.4060070247667073,-0.35276399428937344,1.3524731145725295,0.21138290019661052
2020-06-16,0.6467735708886296,-0.404848279543396,-0.35455063717599283,1.3509801048697632,0.21167728226220553
2020-06-17,0.6482700520536686,-0.40374977255551725,-0.35260402615340547,1.3568658424908666,0.21520415783070365
2020-06-18,0.6475806588832101,-0.40320207549815545,-0.35711844273692867,1.3566098591625237,0.21773892997525876
2020-06-19,0.6424286580067315,-0.40503147862938627,-0.3652611573778062,-1.3649285812979868,0.2179374036767795
2020-06-22,0.6384943646028916,-0.4056141326192925,-0.36504342460314365,-1.3648370460008785,0.21798640777492775
